      Date ,BOPD,BWPD,Gas Rate,BLPD,Reservoir
30-Sep-12,733.17,4427.43,5369567,5160.6,AA-3
31-Oct-12,735.81,4466.13,5190935,5201.94,AA-3
30-Nov-12,804.13,4455.47,5175333,5259.6,AA-3
31-Dec-12,630.39,4315.42,4471452,4945.81,AA-3
31-Jan-13,691.61,4426.55,4466516,5118.16,AA-3
28-Feb-13,732.29,4040.71,4903393,4773,AA-3
31-Mar-13,814.35,4122.13,3548903,4936.48,AA-3
30-Apr-13,760.3,4318.9,3459167,5079.2,AA-3
31-May-13,800.97,4643.42,3526839,5444.39,AA-3
30-Jun-13,753.67,4824.07,3126567,5577.73,AA-3
31-Jul-13,787.35,4952.32,3073968,5739.68,AA-3
31-Aug-13,725.74,4767.13,3466129,5492.87,AA-3
30-Sep-13,723.97,4818.2,3674133,5542.17,AA-3
31-Oct-13,707.65,4728.87,4157194,5436.52,AA-3
30-Nov-13,687.27,4636.87,3524300,5324.13,AA-3
31-Dec-13,662.55,4771.9,4097032,5434.45,AA-3
31-Jan-14,658.71,4423.26,3848226,5081.97,AA-3
28-Feb-14,713.32,4990.79,4151571,5704.11,AA-3
31-Mar-14,747.65,5041.16,3944097,5788.81,AA-3
30-Apr-14,661.7,4537.8,3510067,5199.5,AA-3
31-May-14,735.58,5043.35,4184226,5778.94,AA-3
